time,force_feedback,force_desired,position_degrees,position_radians,force_last_desired,force_last_last_desired,position_last,position_last_last
0.0,43.92386530014641,70.5035216849245,55.03006484574572,0.9604558191442483,0.0,0.0,0.9604558191442483,0.9604558191442483
0.002,42.9477794045876,64.51964891072312,55.328355276085674,0.9656619692808712,70.5035216849245,0.0,0.9604558191442483,0.9604558191442483
0.004,41.32096957865625,49.32605706553553,55.63794458636274,0.9710653220741844,64.51964891072312,70.5035216849245,0.9656619692808712,0.9604558191442483
0.006,40.99560761346998,46.983125763845216,55.92041658479072,0.975995388491441,49.32605706553553,64.51964891072312,0.9710653220741844,0.9656619692808712
0.008,40.34488368309744,44.93874640008394,56.180290823344464,0.9805310495953169,46.983125763845216,49.32605706553553,0.975995388491441,0.9710653220741844
0.01,40.34488368309744,39.0965456035752,56.45146394183533,0.9852639133558831,44.93874640008394,46.983125763845216,0.9805310495953169,0.975995388491441
0.012,38.7180738571661,24.599142455754006,56.756533700137545,0.9905883850865201,39.0965456035752,44.93874640008394,0.9852639133558831,0.9805310495953169
0.014,37.741987961607286,28.804513145214756,57.01414816270387,0.9950846056590582,24.599142455754006,39.0965456035752,0.9905883850865201,0.9852639133558831
0.016,38.067349926793554,31.63113530715155,57.2446453134211,0.9991075398555396,28.804513145214756,24.599142455754006,0.9950846056590582,0.9905883850865201
0.018000000000000002,37.41662599642102,27.997678324489716,57.497740224012574,1.0035248793654015,31.63113530715155,28.804513145214756,0.9991075398555396,0.9950846056590582
0.02,36.765902066048476,23.918906765841193,57.76213401454116,1.0081394215319535,27.997678324489716,31.63113530715155,1.0035248793654015,0.9991075398555396
0.022,37.09126403123474,18.421256009267314,58.0310473570446,1.0128328447611816,23.918906765841193,27.997678324489716,1.0081394215319535,1.0035248793654015
0.024,38.067349926793554,16.12068749162341,58.29092159559835,1.0173685058650577,18.421256009267314,23.918906765841193,1.0128328447611816,1.0081394215319535
0.026000000000000002,38.067349926793554,15.361011620522406,58.53949695421497,1.0217069643122434,16.12068749162341,18.421256009267314,1.0173685058650577,1.0128328447611816
0.028,37.741987961607286,13.517308103514443,58.788072312831595,1.0260454227594293,15.361011620522406,16.12068749162341,1.0217069643122434,1.0173685058650577
0.03,37.741987961607286,13.273281169762313,59.03212811947337,1.0303050001439389,13.517308103514443,15.361011620522406,1.0260454227594293,1.0217069643122434
0.032,36.765902066048476,13.270736142999416,59.2716643741403,1.0344856964657725,13.273281169762313,13.517308103514443,1.0303050001439389,1.0260454227594293
0.034,36.765902066048476,14.183886562842124,59.50668107683238,1.03858751172493,13.270736142999416,13.273281169762313,1.0344856964657725,1.0303050001439389
0.036000000000000004,36.765902066048476,10.18444945939818,59.755256435449006,1.0429259701721156,14.183886562842124,13.270736142999416,1.03858751172493,1.0344856964657725
0.038,37.41662599642102,13.070384063140043,59.98801336215366,1.0469883448999349,10.18444945939818,14.183886562842124,1.0429259701721156,1.03858751172493
0.04,39.36879778753863,3.954291548441471,60.24788760070741,1.0515240060038111,13.070384063140043,10.18444945939818,1.0469883448999349,1.0429259701721156
0.042,40.019521717911175,4.504000112881397,60.4942031833366,1.0558230239196587,3.954291548441471,13.070384063140043,1.0515240060038111,1.0469883448999349
0.044,39.6941597527249,6.028887214085992,60.72018078207899,1.059767077053464,4.504000112881397,3.954291548441471,1.0558230239196587,1.0515240060038111
0.046,38.7180738571661,-0.15588523885090197,60.96875614069562,1.0641055355006497,6.028887214085992,4.504000112881397,1.059767077053464,1.0558230239196587
0.048,38.39271189197982,1.1022798622089403,61.203772843387696,1.068207350759807,-0.15588523885090197,6.028887214085992,1.0641055355006497,1.059767077053464
0.05,37.09126403123474,5.10627404826129,61.41619178620554,1.071914760705584,1.1022798622089403,-0.15588523885090197,1.068207350759807,1.0641055355006497
0.052000000000000005,36.765902066048476,-6.986339364216522,61.67606602475928,1.07645042180946,5.10627404826129,1.1022798622089403,1.071914760705584,1.068207350759807
0.054,36.765902066048476,-6.995104499962578,61.920121831401055,1.0807099991939695,-6.986339364216522,5.10627404826129,1.07645042180946,1.071914760705584
0.056,36.11517813567593,-13.331399724396356,62.16417763804284,1.0849695765784793,-6.995104499962578,-6.986339364216522,1.0807099991939695,1.07645042180946
0.058,36.765902066048476,-4.916097223443348,62.36755747691098,1.088519224398904,-13.331399724396356,-6.995104499962578,1.0849695765784793,1.0807099991939695
0.06,35.13909224011713,-6.763024433028561,62.57997641972882,1.092226634344681,-4.916097223443348,-13.331399724396356,1.088519224398904,1.0849695765784793
0.062,34.16300634455832,-2.2389200588894056,62.78561603458439,1.0958157226964436,-6.763024433028561,-4.916097223443348,1.092226634344681,1.088519224398904
0.064,33.512282414185776,-8.7688692560604,63.01611318530163,1.099838656892925,-2.2389200588894056,-6.763024433028561,1.0958157226964436,1.092226634344681
0.066,33.512282414185776,-3.2054107619021783,63.2217528001572,1.1034277452446877,-8.7688692560604,-2.2389200588894056,1.099838656892925,1.0958157226964436
0.068,34.813730274930855,4.264599157800645,63.400275103163686,1.106543547220394,-3.2054107619021783,-8.7688692560604,1.1034277452446877,1.099838656892925
0.07,36.765902066048476,1.4072721828093033,63.608174494006676,1.1101720761034946,4.264599157800645,-3.2054107619021783,1.106543547220394,1.1034277452446877
0.07200000000000001,35.13909224011713,4.9129986235385985,63.8092945568874,1.1136822833925812,1.4072721828093033,4.264599157800645,1.1101720761034946,1.106543547220394
0.074,35.4644542053034,5.000142987503184,64.01041461976813,1.117192490681668,4.9129986235385985,1.4072721828093033,1.1136822833925812,1.1101720761034946
